지점명,일시,기온(°C),강수량(mm),습도(%)
부산,2014-08-24,25.2,0.1,94
부산,2014-08-25,23.1,0,100
부산,2014-08-26,24.9,,91
부산,2014-08-27,22.7,,78
부산,2014-08-28,22.1,0,77
부산,2014-08-29,23.4,,68
부산,2014-08-30,23.3,,71
부산,2014-08-31,22.7,,70
부산,2014-09-01,24.1,,68
부산,2014-09-02,22.6,0.1,77
부산,2014-09-03,23.1,1,96
부산,2014-09-04,25.3,,82
부산,2014-09-05,25.4,,78
부산,2014-09-06,23.9,,70
부산,2014-09-07,24.7,,81
부산,2014-09-08,24.9,,76
부산,2014-09-09,25.4,,79
부산,2014-09-10,24.9,,80
부산,2014-09-11,23.6,,70
부산,2014-09-12,22.8,,69
부산,2014-09-13,23.4,,62
부산,2014-09-14,22.9,,70
부산,2014-09-15,24.2,,74
부산,2014-09-16,24.1,,74
부산,2014-09-17,21.5,,85
부산,2014-09-18,21.5,,61
부산,2014-09-19,22,,59
부산,2014-09-20,23.1,,56
부산,2014-09-21,22.7,,65
부산,2014-09-22,22.9,,61
부산,2014-09-23,22,0.2,76
부산,2014-09-24,20.4,0.5,98
부산,2014-09-25,22.6,,74
부산,2014-09-26,21.6,,60
부산,2014-09-27,22.6,,68
부산,2014-09-28,23.4,,74
부산,2014-09-29,22.8,0,74
부산,2014-09-30,19.5,,77
부산,2014-10-01,19.9,,72
부산,2014-10-02,21.6,,72
부산,2014-10-03,21.4,,58
부산,2014-10-04,18.4,,59
부산,2014-10-05,19.2,,57
부산,2014-10-06,19.3,,54
부산,2014-10-07,19,,61
부산,2014-10-08,19.6,,67
부산,2014-10-09,20.1,,68
부산,2014-10-10,20.6,,68
부산,2014-10-11,19.5,,68
부산,2014-10-12,19.9,0,79
부산,2014-10-13,17.3,,80
부산,2014-10-14,16.1,,59
부산,2014-10-15,17.5,,63
부산,2014-10-16,18.2,,38
부산,2014-10-17,16.1,,45
부산,2014-10-18,18.3,,47
부산,2014-10-19,19.6,,67
부산,2014-10-20,20.9,0.5,93
부산,2014-10-21,15.5,3.5,97
부산,2014-10-22,14,,78
부산,2014-10-23,15.8,,63
부산,2014-10-24,17.7,,73
부산,2014-10-25,18.7,,76
부산,2014-10-26,19.6,,69
부산,2014-10-27,16.5,,67
부산,2014-10-28,17,,63
부산,2014-10-29,16.8,,63
부산,2014-10-30,17.5,,69
서울,2014-04-01,11.4,,54
